Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
B1,23.02.2019,Waasland-Beveren,KV Kortrijk,2,6,A,0,2,A,4,13,2,9,19,19,5,4,0,4,0,0
B1,24.02.2019,RSC Anderlecht,Club Brugge KV,2,2,D,1,1,D,13,8,9,5,15,16,7,4,1,3,0,0
B1,24.02.2019,KRC Genk,Royal Antwerp FC,0,0,D,0,0,D,14,7,7,3,15,17,10,2,2,5,0,0
B1,24.02.2019,Sint-Truidense VV,Sporting de Charleroi,3,1,H,2,1,H,11,11,6,5,10,23,4,8,0,2,0,0
B1,1.03.2019,Standard de Liège,Royal Excel Mouscron,1,1,D,0,0,D,11,12,8,7,16,19,7,3,2,3,0,0
B1,2.03.2019,Sporting de Charleroi,KRC Genk,1,1,D,0,1,A,9,11,6,4,18,22,4,8,3,1,0,0
B1,2.03.2019,Club Brugge KV,Sint-Truidense VV,1,0,H,0,0,D,11,8,7,0,17,19,9,4,2,6,0,0
B1,2.03.2019,KV Kortrijk,KSV Cercle Brugge,2,1,H,0,1,A,14,14,7,3,15,18,8,6,3,2,0,0
B1,2.03.2019,KV Oostende,Waasland-Beveren,1,1,D,0,0,D,13,19,7,9,18,9,8,7,3,0,0,0
B1,3.03.2019,Royal Antwerp FC,KAS Eupen,2,1,H,0,0,D,14,6,7,5,20,21,7,4,4,2,0,0
B1,3.03.2019,Sporting Lokeren,RSC Anderlecht,1,2,A,0,1,A,6,7,4,4,16,14,8,11,1,3,0,0
B1,3.03.2019,SV Zulte-Waregem,KAA Gent,1,3,A,1,1,D,13,13,5,6,21,21,3,3,1,2,0,0
B1,10.03.2019,RSC Anderlecht,KV Kortrijk,2,0,H,1,0,H,9,5,4,5,16,19,8,5,0,2,0,0
B1,10.03.2019,Royal Antwerp FC,Sporting de Charleroi,1,2,A,1,1,D,9,6,3,3,15,15,4,7,0,3,0,1
B1,10.03.2019,KSV Cercle Brugge,Standard de Liège,1,2,A,0,2,A,5,6,2,2,18,13,5,4,2,1,0,0
B1,10.03.2019,KAS Eupen,Club Brugge KV,0,4,A,0,3,A,3,13,2,10,13,17,2,3,0,0,0,0
B1,10.03.2019,KRC Genk,Sporting Lokeren,1,0,H,0,0,D,12,7,4,1,11,12,9,0,0,3,0,0
B1,10.03.2019,KAA Gent,KV Oostende,2,1,H,1,1,D,19,6,6,2,16,6,8,3,1,0,0,0
B1,10.03.2019,Royal Excel Mouscron,Sint-Truidense VV,1,1,D,1,1,D,11,16,3,10,18,19,5,9,4,2,2,0
B1,10.03.2019,Waasland-Beveren,SV Zulte-Waregem,1,1,D,0,0,D,13,12,7,7,23,19,4,5,1,1,0,0
B1,17.03.2019,Sporting de Charleroi,KAS Eupen,1,2,A,1,1,D,6,7,3,3,21,18,5,3,3,1,0,0
B1,17.03.2019,Club Brugge KV,Royal Excel Mouscron,1,2,A,0,1,A,11,8,6,6,21,20,5,5,1,1,0,0
B1,17.03.2019,KV Kortrijk,Royal Antwerp FC,2,0,H,0,0,D,6,11,3,4,22,14,3,8,2,2,0,0
B1,17.03.2019,Sporting Lokeren,KSV Cercle Brugge,3,1,H,3,0,H,10,4,5,3,10,20,7,4,0,2,0,0
B1,17.03.2019,KV Oostende,RSC Anderlecht,0,2,A,0,0,D,10,18,2,7,10,7,5,7,1,1,0,0
B1,17.03.2019,Sint-Truidense VV,KAA Gent,0,2,A,0,1,A,15,14,6,6,12,23,6,7,1,2,0,0
B1,17.03.2019,Standard de Liège,Waasland-Beveren,4,3,H,0,2,A,24,7,11,5,11,16,14,5,1,2,0,0
B1,17.03.2019,SV Zulte-Waregem,KRC Genk,3,3,D,1,2,A,11,13,6,7,10,14,1,5,2,2,0,0
