,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
5159,P. McShane,32,183,81,Reading,17000,44,37,58,50,69,,,,,
5160,Diego Barcelos,33,171,70,CD Nacional,7000,71,67,66,74,34,,,,,
5161,K. Overmeire,32,188,84,Sporting Lokeren,8000,68,51,63,60,68,,,,,
5162,M. Ciani,34,192,88,LA Galaxy,5000,34,40,43,40,70,,,,,
5163,D. Croce,35,173,70,US Cremonese,2000,78,59,69,72,61,,,,,
5164,A. Abdi,31,180,75,Sheffield Wednesday,16000,58,66,72,72,53,,,,,
5165,J. Shackell,34,193,83,Lincoln City,10000,46,35,51,56,69,,,,,
5166,Javi Guerra,36,178,76,Rayo Vallecano,9000,61,72,58,67,38,,,,,
5167,J. Marveaux,35,179,72,GFC Ajaccio,3000,51,53,62,61,70,,,,,
5168,H. Sogahata,38,187,80,Kashima Antlers,4000,,,,,,73,68,70,18,69
5169,L. Mazzoni,34,190,78,Livorno,2000,,,,,,69,68,73,31,75
5170,R. BraÃ±a,39,169,70,Estudiantes de La Plata,6000,40,58,69,69,70,,,,,
5171,E. Bologna,36,188,85,River Plate,6000,,,,,,70,68,60,45,70
5172,O. AdÄ±n,32,176,75,Antalyaspor,10000,69,69,72,70,64,,,,,
5173,I. Uche,34,172,70,GimnÃ stic de Tarragona,6000,73,69,58,70,31,,,,,
5174,CÃ©sar Arzo,32,184,80,GimnÃ stic de Tarragona,5000,43,50,62,60,69,,,,,
5175,M. Wasilewski,38,186,88,WisÅa KrakÃ³w,3000,34,55,55,40,67,,,,,
5176,D. De fauw,36,186,69,SV Zulte-Waregem,6000,43,54,71,62,74,,,,,
5177,B. Johnson,31,178,68,Derby County,23000,54,75,66,67,70,,,,,
5178,D. Marney,34,179,75,Fleetwood Town,6000,54,64,69,68,67,,,,,
5179,M. Eikrem,27,184,69,Molde FK,5000,56,68,76,72,47,,,,,
5180,J. Insaurralde,33,187,87,Colo-Colo,5000,45,39,55,49,69,,,,,
5181,L. Licht,37,174,72,Gimnasia y Esgrima La Plata,6000,77,60,65,73,69,,,,,
5182,R. Raldes,37,180,78,Bolivia,0,46,47,43,50,72,,,,,
5183,A. FaurlÃ­n,31,185,79,RCD Mallorca,5000,40,59,70,63,66,,,,,
5184,Lee Chung Yong,29,180,68,VfL Bochum 1848,11000,71,63,70,70,48,,,,,
5185,C. Adam,32,185,83,Stoke City,23000,40,74,77,67,60,,,,,
5186,J. Valenzuela,34,177,77,Club Tijuana,11000,64,41,56,54,70,,,,,
5187,F. RodrÃ­guez,36,191,90,Lobos BUAP,9000,35,46,50,44,68,,,,,
5188,P. Pentke,33,190,85, SSV Jahn Regensburg,5000,,,,,,72,64,66,37,68
5189,C. Janker,33,185,78,FC Augsburg,12000,50,34,45,49,71,,,,,
5190,C. Lucchetti,40,182,69,AtlÃ©tico TucumÃ¡n,3000,,,,,,70,65,75,43,64
5191,J. Legear,31,180,77,Sint-Truidense VV,7000,67,69,70,71,42,,,,,
5192,S. HolmÃ©n,34,178,72,IF Elfsborg,4000,66,65,69,69,68,,,,,
5193,G. FernÃ¡ndez,34,170,68,Estudiantes de La Plata,10000,69,68,68,68,48,,,,,
5194,U. HÃ¼nemeier,32,189,85,SC Paderborn 07,7000,52,46,58,55,70,,,,,
5195,P. Ãlvarez,34,178,80,Club AtlÃ©tico HuracÃ¡n,9000,63,53,64,62,71,,,,,
5196,Salva Sevilla,34,178,71,RCD Mallorca,6000,49,68,78,70,44,,,,,
5197,K. HÃ¤mÃ¤lÃ¤inen,31,187,74,Legia Warszawa,6000,75,69,66,68,48,,,,,
5198,C. Bryson,31,170,60,Derby County,23000,67,67,65,70,64,,,,,
5199,N. FernÃ¡ndez,39,195,85,UniÃ³n de Santa Fe,4000,,,,,,66,71,62,43,78
5200,M. Kelemen,38,188,84,Jagiellonia BiaÅystok,3000,,,,,,68,68,66,27,69
5201,F. Klein,31,182,72,FK Austria Wien,9000,76,59,68,69,67,,,,,
5202,L. Ridgewell,33,188,79,Portland Timbers,5000,64,46,60,58,68,,,,,
5203,R. Pasveer,34,187,91,Vitesse,6000,,,,,,68,70,72,43,70
5204,U. UÃ§ar,31,180,70,Medipol Ba?ak?ehir FK,12000,63,42,62,70,68,,,,,
5205,D. Jones,33,183,80,Sheffield Wednesday,16000,63,62,72,66,66,,,,,
5206,P. Gallagher,33,185,70,Preston North End,9000,54,68,74,67,57,,,,,
5207,B. Sharp,32,175,70,Sheffield United,9000,60,71,62,63,41,,,,,
5208,S. Pocognoli,30,182,81,Standard de Li�ge,8000,69,59,67,68,69,,,,,
5209,G. Leadbitter,32,178,79,Middlesbrough,26000,54,67,70,64,67,,,,,
5210,B. Safari,33,181,74,MalmÃ¶ FF,4000,71,44,66,69,69,,,,,
5211,C. Mandanne,33,171,63,La Berrichonne de ChÃ¢teauroux,5000,76,69,68,73,42,,,,,
5212,Pita,33,187,81,CD Lugo,5000,34,64,75,61,63,,,,,
5213,C. Wondolowski,35,183,75,San Jose Earthquakes,4000,48,72,58,65,50,,,,,
5214,T. Kristensen,35,188,79,Brisbane Roar,3000,54,60,68,63,63,,,,,
5215,S. Fletcher,31,186,76,Sheffield Wednesday,17000,55,70,58,66,33,,,,,
5216,M. Parkhurst,34,180,72,Atlanta United,5000,54,39,59,60,71,,,,,
5217,J. Lynch,30,185,81,Queens Park Rangers,6000,63,44,53,52,68,,,,,
5218,T. Sparv,31,194,84,FC Midtjylland,13000,49,55,67,61,71,,,,,
5219,D. Wheater,31,196,87,Bolton Wanderers,6000,43,44,48,46,70,,,,,
5220,D. Bottinelli,31,167,67,Audax Italiano,2000,56,66,73,70,39,,,,,
5221,T. Carson,30,185,85,Motherwell,4000,,,,,,71,65,67,52,68
5222,K. Ãrnason,35,191,82,Iceland,0,30,51,57,50,70,,,,,
5223,I. Dia,31,173,70,Yeni Malatyaspor,9000,77,70,65,74,27,,,,,
5224,M. Karl,32,192,88,SV Sandhausen,4000,37,57,61,56,70,,,,,
5225,S. Allagui,32,177,77,FC St. Pauli,11000,71,69,64,72,30,,,,,
5226,I. Anya,30,168,72,Derby County,23000,86,59,63,73,62,,,,,
5227,F. Valiani,37,173,70,Livorno,2000,64,65,68,71,54,,,,,
5228,J. FejziÄ,32,198,95,1. FC Magdeburg,7000,,,,,,72,67,60,27,68
5229,D. Gibson,30,180,80,Wigan Athletic,28000,46,66,72,66,68,,,,,
5230,L. Cattermole,30,178,76,Sunderland,8000,53,56,64,64,68,,,,,
5231,J. Maghoma,30,178,73,Birmingham City,16000,83,62,64,74,36,,,,,
5232,Hugo Vieira,29,178,73,Yokohama F. Marinos,5000,86,66,62,72,28,,,,,
5233,C. Skuse,32,185,72,Ipswich Town,6000,52,57,64,65,71,,,,,
5234,Javi Moyano,32,180,73,Real Valladolid CF,10000,78,45,58,63,67,,,,,
5235,S. De Ridder,31,179,71,Sporting Lokeren,9000,69,68,66,74,36,,,,,
5236,Diego Capel,30,173,67,Extremadura UD,5000,78,63,64,76,39,,,,,
5237,E. Castillo,31,170,77,Colorado Rapids,21000,80,59,65,73,65,,,,,
5238,M. Mancienne,30,186,86,New England Revolution,5000,74,35,55,61,69,,,,,
5239,J. Troisi,29,176,75,Melbourne Victory,6000,74,66,69,70,37,,,,,
5240,JosÃ© Semedo,33,181,80,VitÃ³ria de SetÃºbal,4000,53,37,54,58,70,,,,,
5241,David FernÃ¡ndez,33,186,81,AD AlcorcÃ³n,6000,54,44,58,51,73,,,,,
5242,P. Kanstrup,29,188,81,Aarhus GF,8000,66,45,59,59,68,,,,,
5243,M. Ardemagni,31,185,82,Avellino,3000,70,67,49,64,22,,,,,
5244,R. Leeuwin,30,187,76,Odense Boldklub,7000,63,43,58,51,68,,,,,
5245,L. Tomlin,29,180,74,Cardiff City,25000,61,70,68,71,37,,,,,
5246,A. Bonnet,31,173,65,Le Havre AC,5000,77,62,70,71,36,,,,,
5247,D. Dessena,31,183,75,Cagliari,17000,61,65,67,69,72,,,,,
5248,N. Viola,28,180,77,Benevento,4000,65,61,72,67,58,,,,,
5249,R. FernÃ¡ndez,33,172,71,CD O'Higgins,4000,68,64,68,72,54,,,,,
5250,De las Cuevas,32,175,69,CÃ³rdoba CF,6000,73,67,71,72,48,,,,,
5251,M. Knaller,31,192,86,FC Ingolstadt 04,11000,,,,,,69,71,59,43,68
5252,J. Pearce,30,185,71,Charlton Athletic,7000,44,23,43,46,69,,,,,
5253,J. Rojas,35,174,75,San Luis de Quillota,2000,59,41,62,58,69,,,,,
5254,K. MÄczyÅski,31,175,66,Legia Warszawa,6000,66,53,71,69,64,,,,,
5255,G. GÃ³mez,34,183,82,AtlÃ©tico Bucaramanga,1000,64,59,69,67,64,,,,,
5256,G. Torres,29,180,75,CD Huachipato,4000,78,67,60,71,31,,,,,
5257,A. Fathi,33,176,76,Egypt,0,75,64,66,67,69,,,,,
5258,B. Bjarnason,30,183,77,Aston Villa,11000,72,69,64,70,63,,,,,
5259,C. Valencia,33,173,70,Independiente Santa Fe,3000,71,70,57,68,45,,,,,
5260,M. Pedersen,28,180,80,StrÃ¸msgodset IF,4000,70,71,53,63,37,,,,,
5261,A. El Jadeyaoui,31,177,70,Grenoble Foot 38,4000,84,56,66,74,28,,,,,
5262,L. Figueroa,35,179,77,CD Universidad de ConcepciÃ³n,2000,75,61,69,70,56,,,,,
5263,R. Jenssen,30,173,71,SK Brann,4000,68,65,70,68,59,,,,,
5264,S. FÃ¼rstner,30,178,74,Eintracht Braunschweig,4000,59,46,63,67,69,,,,,
5265,M. Coutadeur,32,170,69,AC Ajaccio,4000,62,66,69,72,63,,,,,
5266,B. Nehrig,31,180,79,FC St. Pauli,10000,69,52,63,62,69,,,,,
5267,Suso Santana,33,172,62,CD Tenerife,6000,84,61,62,73,54,,,,,
5268,S. Gashi,29,182,75,Colorado Rapids,5000,69,72,70,70,54,,,,,
5269,A. JÄdrzejczyk,30,189,78,Legia Warszawa,6000,70,50,61,65,67,,,,,
5270,M. Costanzo,30,179,74,FC Thun,9000,62,69,66,70,54,,,,,
5271,R. Faty,31,192,82,MKE AnkaragÃ¼cÃ¼,11000,39,49,58,61,70,,,,,
5272,NenÃª,34,183,78,Moreirense FC,5000,53,70,56,62,28,,,,,
5273,R. Boffin,30,196,86,Antalyaspor,8000,,,,,,68,65,70,57,68
5274,B. Urribarri,31,176,65,Patronato,8000,85,47,67,66,62,,,,,
5275,J. GarcÃ­a,31,182,77,Racing Club,8000,,,,,,74,62,74,35,67
5276,A. Pearce,29,188,85,Derby County,22000,41,26,44,42,70,,,,,
5277,V. Mannone,30,188,80,Reading,14000,,,,,,68,69,70,60,70
5278,D. Cabrera,28,180,76,U.N.A.M.,12000,67,60,71,67,62,,,,,
5279,B. Capon,30,181,72,KV Oostende,8000,72,66,65,67,68,,,,,
5280,J. San RomÃ¡n,29,172,70,AtlÃ©tico TucumÃ¡n,7000,65,21,54,65,72,,,,,
5281,William,31,175,75,Deportivo Toluca,13000,75,70,67,71,64,,,,,
5282,D. DamjanoviÄ,36,187,81,Suwon Samsung Bluewings,5000,58,70,65,63,34,,,,,
5283,M. PetrÅ¾ela,35,172,65,Viktoria PlzeÅ,1000,80,66,65,73,33,,,,,
5284,A. Cissokho,30,181,79,Antalyaspor,9000,72,59,62,63,71,,,,,
5285,J. RamarÃ©,34,180,74,Valenciennes FC,4000,38,46,68,65,65,,,,,
5286,Huang Bowen,30,177,65,Guangzhou Evergrande Taobao FC,9000,71,65,68,65,67,,,,,
5287,K. Barbarouses,28,171,68,Melbourne Victory,7000,85,65,61,72,32,,,,,
5288,J. Palmieri,31,170,66,GFC Ajaccio,4000,72,61,72,73,67,,,,,
5289,D. Stockdale,32,191,84,Southend United,12000,,,,,,70,64,77,34,66
5290,Dai Lin,30,191,77,Shandong Luneng TaiShan FC,10000,61,53,56,55,69,,,,,
5291,Li Xuepeng,29,185,75,Guangzhou Evergrande Taobao FC,10000,76,55,66,69,67,,,,,
5292,E. Bourgaud,30,178,77,Red Star FC,4000,66,66,71,71,43,,,,,
5293,J. Taravel,31,191,85,KSV Cercle Brugge,8000,55,44,60,53,70,,,,,
5294,P. Helland,28,186,84,Rosenborg BK,5000,74,70,69,71,46,,,,,
5295,A. Weber,31,190,82,Stade Brestois 29,4000,30,28,57,39,70,,,,,
5296,C. M'Bengue,29,182,79,AS Saint-�tienne,16000,68,42,61,63,69,,,,,
5297,P. OnianguÃ©,29,190,78,Stade Malherbe Caen,13000,65,70,65,66,72,,,,,
5298,A. Feick,30,179,79,1. FC Heidenheim 1846,7000,71,62,62,64,68,,,,,
5299,A. VrÅ¡ajeviÄ,32,179,76,Akhisar Belediyespor,9000,78,58,69,67,68,,,,,
5300,J. Faussurier,31,173,70,Stade Brestois 29,5000,67,58,72,64,55,,,,,
5301,M. Donald,29,183,75,Yeni Malatyaspor,9000,70,67,65,67,63,,,,,
5302,B. Angulo,28,174,73,Puebla FC,5000,82,54,61,67,65,,,,,
5303,M. Diskerud,27,184,68,Ulsan Hyundai FC,50000,68,65,70,68,57,,,,,
5304,R. Bianco,30,180,80,Perugia,3000,71,54,67,68,64,,,,,
5305,G. Bellusci,28,184,80,Palermo,3000,56,49,53,60,69,,,,,
5306,J. Rhodes,28,185,71,Norwich City,18000,63,69,53,63,40,,,,,
5307,A. Collin,32,187,86,New York Red Bulls,5000,49,46,52,50,67,,,,,
5308,D. PetriÄ,30,186,80,En Avant de Guingamp,9000,,,,,,71,62,59,46,71
5309,A. Bouka Moutou,29,176,76,Dijon FCO,8000,70,22,61,69,66,,,,,
5310,M. Larrondo,29,191,83,Defensa y Justicia,14000,52,68,62,68,33,,,,,
5311,AntoÃ±ito,30,174,64,Real Valladolid CF,10000,82,51,62,70,63,,,,,
5312,M. Sadlok,29,186,80,WisÅa KrakÃ³w,5000,78,56,63,63,66,,,,,
5313,M. Volta,31,184,78,Benevento,3000,57,31,43,49,69,,,,,
5314,L. Mchedlidze,28,192,87,Empoli,9000,62,67,55,66,35,,,,,
5315,T. Smith,28,187,82,Colorado Rapids,5000,60,32,51,50,68,,,,,
5316,T. Hiariej,29,178,74,Central Coast Mariners,2000,69,59,69,69,67,,,,,
5317,A. Putsila,31,180,74,MKE AnkaragÃ¼cÃ¼,12000,69,68,67,74,49,,,,,
5318,E. Bennett,29,175,73,Blackburn Rovers,24000,80,66,67,68,57,,,,,
5319,Montoro,30,181,72,Granada CF,5000,42,63,67,66,64,,,,,
5320,K. Kronholm,32,189,85,Holstein Kiel,6000,,,,,,74,64,62,36,68
5321,E. Ambrose,29,190,70,Hibernian,5000,66,46,53,62,67,,,,,
5322,J. CortÃ©s,28,170,77,Santos Laguna,12000,68,68,70,69,60,,,,,
5323,B. Mokulu,28,187,85,Carpi,3000,78,63,59,67,27,,,,,
5324,A. Konradsen,27,183,76,Rosenborg BK,5000,66,66,67,66,66,,,,,
5325,A. SaldÃ­var,28,183,78,U.N.A.M.,9000,,,,,,70,69,70,48,69
5326,A. Diomande,28,180,81,Los Angeles FC,6000,77,68,50,68,29,,,,,
5327,F. AyitÃ©,29,175,73,Fulham,31000,82,68,65,72,34,,,,,
5328,A. Bouhaddouz,31,188,88,Al Batin,10000,64,70,56,64,23,,,,,
5329,Diogo Viana,28,174,67,Os Belenenses,5000,82,62,67,74,66,,,,,
5330,A. Budimir,26,190,75,Crotone,3000,61,71,45,65,34,,,,,
5331,J. Flum,30,190,82,FC St. Pauli,10000,45,63,69,64,68,,,,,
5332,A. Meijers,30,176,77,ADO Den Haag,5000,72,56,69,68,66,,,,,
5333,M. Mostefa,34,181,82,AS BÃ©ziers,4000,50,52,62,62,66,,,,,
5334,M. Morrison,30,183,76,Birmingham City,14000,50,31,50,42,69,,,,,
5335,E. Imorou,29,181,78,Stade Malherbe Caen,12000,73,54,65,64,69,,,,,
5336,A. Kashi,29,178,76,ESTAC Troyes,5000,56,37,60,57,67,,,,,
5337,G. Belaud,31,177,76,Stade Brestois 29,4000,69,47,64,65,67,,,,,
5338,S. Burchert,28,187,78,SpVgg Greuther FÃ¼rth,5000,,,,,,70,68,67,45,70
5339,F. Renzetti,30,173,71,US Cremonese,2000,82,52,65,68,64,,,,,
5340,S. Souprayen,29,187,70,AJ Auxerre,5000,68,36,63,65,69,,,,,
5341,J. Hegeler,30,193,86,Bristol City,21000,51,62,68,64,69,,,,,
5342,F. Jungwirth,29,181,77,San Jose Earthquakes,5000,53,42,58,63,69,,,,,
5343,M. Morys,31,184,78,VfR Aalen,2000,92,62,62,69,31,,,,,
5344,M. SchÃ¤ffler,29,189,89,SV Wehen Wiesbaden,6000,71,70,49,62,30,,,,,
5345,E. Falkenburg,30,187,84,ADO Den Haag,6000,52,70,63,67,40,,,,,
5346,Renato Chaves,28,185,78,Al Wehda,13000,59,47,54,49,70,,,,,
5347,C. Nhamoinesu,32,185,78,Sparta Praha,1000,82,39,59,60,69,,,,,
5348,K. Laribi,27,175,67,Hellas Verona,3000,78,70,70,74,47,,,,,
5349,F. Zuculini,27,176,68,Club AtlÃ©tico ColÃ³n,8000,67,57,68,70,65,,,,,
5350,D. Ãlvarez,36,173,70,Patriotas BoyacÃ¡ FC,1000,62,69,60,69,30,,,,,
5351,OrtuÃ±o,27,184,77,Albacete BP,6000,64,71,54,68,31,,,,,
5352,C. McManaman,27,175,71,Wigan Athletic,28000,75,64,63,77,26,,,,,
5353,Javi MÃ¡rquez,32,179,72,GimnÃ stic de Tarragona,6000,47,70,73,71,60,,,,,
5354,M. Gaus,28,183,80,FC Ingolstadt 04,14000,84,62,63,65,63,,,,,
5355,Park Joo Ho,31,174,71,Ulsan Hyundai FC,5000,70,46,71,73,69,,,,,
5356,Lee Jae Sung,29,187,75,Jeonbuk Hyundai Motors,7000,51,44,49,47,66,,,,,
5357,Kim Sung Joon,30,174,68,FC Seoul,5000,69,63,69,67,58,,,,,
5358,M. D'Alessandro,27,173,65,Udinese,14000,89,62,61,73,37,,,,,
5359,M. Jurman,28,191,87,Al Ittihad,19000,51,41,54,49,69,,,,,
5360,M. Formica,30,178,70,Newell's Old Boys,11000,75,69,66,72,33,,,,,
5361,G. Carey,29,175,71,Plymouth Argyle,8000,79,69,68,71,61,,,,,
5362,E. Stevens,27,183,78,Sheffield United,8000,71,41,62,65,68,,,,,
5363,I. El Adoua,31,189,79,CD Aves,7000,58,46,59,55,72,,,,,
5364,G. Kagelmacher,30,183,78,KV Kortrijk,8000,68,44,63,62,71,,,,,
5365,S. YatabarÃ©,29,190,83,Royal Antwerp FC,8000,74,66,66,68,67,,,,,
5366,G. Charbonnier,29,188,80,Stade Brestois 29,5000,42,72,63,69,34,,,,,
5367,M. Hartmann,32,183,77,S.C. Fortuna K�ln,2000,70,69,61,65,34,,,,,
5368,Felipe Silva,28,171,76,Sanfrecce Hiroshima,8000,69,59,64,71,26,,,,,
5369,C. Benschop,28,191,90,FC Ingolstadt 04,16000,60,71,62,64,38,,,,,
5370,A. Ignjovski,27,175,71,1. FC Magdeburg,8000,70,50,61,68,69,,,,,
5371,D. Schmidt,31,187,78,Holstein Kiel,7000,70,34,51,51,69,,,,,
5372,Javi Lara,32,179,73,CÃ³rdoba CF,6000,58,69,77,70,57,,,,,
5373,Douglas,27,171,60,Sivasspor,55000,81,65,64,77,66,,,,,
5374,P. SouarÃ©,28,178,66,Crystal Palace,25000,68,50,68,68,69,,,,,
5375,AndrÃ© Santos,29,181,73,Os Belenenses,5000,58,65,70,70,68,,,,,
5376,K. Leerdam,28,178,70,Seattle Sounders FC,5000,74,57,65,68,67,,,,,
5377,M. Correia,29,186,81, SSV Jahn Regensburg,7000,63,38,61,61,69,,,,,
5378,S. Manolev,32,186,79,Bulgaria,0,73,60,65,71,63,,,,,
5379,V. SarÄ±,29,184,76,Kasimpa?a SK,8000,67,54,59,67,68,,,,,
5380,Flavio PaixÃ£o,33,184,75,Lechia GdaÅsk,6000,72,68,67,72,34,,,,,
5381,D. LÃ©vÃªque,28,182,72,PAOK,1000,65,34,62,63,69,,,,,
5382,A. Mazzotta,28,183,73,Palermo,3000,77,45,57,64,67,,,,,
5383,Baena,29,181,72,Melbourne Victory,6000,40,54,65,61,70,,,,,
5384,Crivellaro,29,183,78,CD Feirense,8000,62,64,69,71,45,,,,,
5385,S. Motta,34,172,69,La Equidad,2000,65,64,76,71,51,,,,,
5386,A. Machado,33,182,71,Houston Dynamo,5000,61,33,48,53,69,,,,,
5387,A. El Said,32,175,75,Al Ahli,20000,71,70,67,71,40,,,,,
5388,T. Bunbury,28,188,78,New England Revolution,6000,75,68,61,68,38,,,,,
5389,A. Bernardini,31,191,73,US Salernitana 1919,3000,62,35,45,43,70,,,,,
5390,Aguilera,32,185,76,SD Huesca,12000,61,54,65,70,63,,,,,
5391,X. Kouassi,28,173,68,FC Sion,16000,71,51,61,69,66,,,,,
5392,C. Gamboa,28,175,75,Celtic,25000,88,47,64,69,65,,,,,
5393,Carlos Ruiz,34,183,80,CD Tenerife,6000,64,53,57,57,68,,,,,
5394,Jona,29,183,80,CD Lugo,7000,71,69,55,65,36,,,,,
5395,L. Mendoza,28,172,75,Deportivo Toluca,14000,84,61,63,72,41,,,,,
5396,Rodri,28,175,74,Granada CF,7000,79,68,54,72,21,,,,,
5397,J. MadueÃ±a,28,177,78,Cruz Azul,13000,82,47,69,75,62,,,,,
5398,J. Toledo,32,190,89,AtlÃ©tico TucumÃ¡n,8000,51,72,58,60,43,,,,,
5399,J. Hochscheidt,30,180,84,FC Erzgebirge Aue,5000,71,68,70,70,57,,,,,
5400,J. Bokila,29,187,81,Akhisar Belediyespor,12000,75,68,57,64,35,,,,,
5401,Yohan Tavares,30,188,82,ESTAC Troyes,5000,55,39,52,51,69,,,,,
5402,Kim Bo Kyung,28,178,73,Kashiwa Reysol,7000,72,62,69,67,58,,,,,
5403,J. Delaplace,32,167,68,FC Lorient,6000,63,52,67,69,63,,,,,
5404,M. Wittek,29,193,88,1. FC Heidenheim 1846,8000,60,43,40,43,70,,,,,
5405,S. Ãinaz,32,187,77,Kayserispor,8000,48,55,60,61,69,,,,,
5406,D. CvetinoviÄ,29,186,79,Yokohama F. Marinos,4000,65,46,52,56,68,,,,,
5407,J. Cuffaut,30,180,75,Valenciennes FC,4000,71,34,64,62,67,,,,,
5408,J. Rivierez,29,182,82,FC Metz,5000,63,27,57,56,72,,,,,
5409,M. Silva,29,185,82,Real Salt Lake,5000,43,35,50,51,68,,,,,
5410,A. Salvi,30,183,76,Palermo,3000,79,59,64,68,66,,,,,
5411,Errasti,30,180,81,AD AlcorcÃ³n,6000,63,40,62,54,67,,,,,
5412,P. Sagna,27,183,76,Os Belenenses,4000,77,44,64,64,67,,,,,
5413,Lee Seung Gi,30,177,67,Jeonbuk Hyundai Motors,7000,73,68,70,70,53,,,,,
5414,Kim Eun Sun,30,182,79,Suwon Samsung Bluewings,5000,71,59,63,64,68,,,,,
5415,Z. Erdal,30,182,73,Sivasspor,8000,69,51,59,62,69,,,,,
5416,HernÃ¡n,27,181,72,Real Sporting de Gij�n,6000,54,62,65,66,68,,,,,
5417,N. Wells,28,170,74,Queens Park Rangers,30000,78,70,61,72,46,,,,,
5418,T. Kister,31,193,93,SV Sandhausen,4000,57,29,44,39,69,,,,,
5419,Willian Rocha,29,185,83,Nagoya Grampus,5000,49,45,58,65,68,,,,,
5420,P. WszoÅek,26,186,77,Queens Park Rangers,6000,76,59,67,70,56,,,,,
5421,Q. Martinus,27,183,70,Urawa Red Diamonds,7000,88,63,67,68,42,,,,,
5422,M. PospÃ­Å¡il,27,178,68,Jagiellonia BiaÅystok,6000,64,53,67,75,47,,,,,
5423,F. Seymour,30,174,78,Universidad de Chile,7000,68,58,68,67,68,,,,,
5424,Y. Touzghar,31,179,75,ESTAC Troyes,6000,72,67,54,68,24,,,,,
5425,Luiz AntÃ´nio,27,184,77,Al Shabab,16000,68,68,69,71,68,,,,,
5426,Juan Carlos,27,183,72,UD AlmerÃ­a,5000,67,65,68,71,51,,,,,
5427,P. Olkowski,28,184,76,Bolton Wanderers,7000,77,57,63,71,65,,,,,
5428,G. Mackay-Steven,27,173,70,Aberdeen,5000,85,62,62,74,34,,,,,
5429,F. Hasani,28,188,75,Al Raed,13000,76,66,68,73,43,,,,,
5430,D. Bulthuis,28,190,88,SC Heerenveen,6000,45,29,44,33,69,,,,,
5431,C. Insaurralde,26,182,72,Club AmÃ©rica,32000,80,71,58,72,39,,,,,
5432,S. Delev,28,170,68,PogoÅ Szczecin,5000,87,70,58,72,29,,,,,
5433,D. Stracqualursi,30,190,86,Club AtlÃ©tico Aldosivi,8000,48,71,50,61,39,,,,,
5434,A. MÄÅ£el,28,175,76,Dinamo Zagreb,1000,73,54,65,68,68,,,,,
5435,R. Robayo,34,183,78,Deportes Tolima,2000,57,60,68,67,65,,,,,
5436,J. Paredes,30,174,72,Ecuador,0,79,47,60,72,68,,,,,
5437,P. RodrÃ­guez,28,170,60,Moreirense FC,5000,78,64,70,73,30,,,,,
5438,S. MedojeviÄ,27,183,78,SV Darmstadt 98,10000,66,47,61,64,71,,,,,
5439,Oh Ban Suk,30,189,79,Jeju United FC,4000,42,24,37,52,71,,,,,
5440,M. Budimir,32,193,99,Dinamo Zagreb,1000,68,71,35,54,32,,,,,
5441,A. Wooten,28,186,85,SV Sandhausen,5000,73,69,64,68,34,,,,,
5442,M. Eriksson,28,179,82,San Jose Earthquakes,5000,60,71,69,68,51,,,,,
5443,F. Holland,27,172,74,SV Darmstadt 98,10000,73,45,60,67,69,,,,,
5444,T. Tawatha,26,172,70,Eintracht Frankfurt,16000,78,40,63,72,66,,,,,
5445,R. Himmelmann,29,187,80,FC St. Pauli,8000,,,,,,65,64,61,34,70
5446,M. Al Sahlawi,31,177,74,Al Nassr,22000,69,71,61,66,22,,,,,
5447,A. FrÄczczak,30,184,76,PogoÅ Szczecin,4000,76,65,66,67,64,,,,,
5448,H. Al Moqahwi,30,173,65,Al Ahli,20000,59,64,69,71,45,,,,,
5449,Bruno Moreira,30,185,79,Rio Ave FC,6000,61,69,54,65,34,,,,,
5450,S. Muwashar,29,176,64,Al Ahli,21000,90,66,62,72,30,,,,,
5451,S. Ãikalleshi,27,185,80,GÃ¶ztepe SK,15000,70,71,55,60,32,,,,,
5452,M. Dos Santos,28,182,76,CD Legan�s,15000,58,40,55,51,66,,,,,
5453,C. CorvalÃ¡n,29,179,78,UniÃ³n de Santa Fe,8000,73,46,56,61,68,,,,,
5454,A. Chipciu,29,177,73,Sparta Praha,1000,75,68,68,68,52,,,,,
5455,R. RamÃ­rez,28,171,70,Deportes Tolima,3000,75,70,61,71,37,,,,,
5456,Alberto MartÃ­n,29,179,73,Granada CF,6000,50,50,64,66,63,,,,,
5457,W. Dutoit,29,181,76,KV Oostende,7000,,,,,,71,67,66,46,70
5458,Kim Seung Dae,27,175,64,Pohang Steelers,5000,80,66,66,72,53,,,,,
5459,E. Oikonomou,30,186,88,Panathinaikos FC,1000,68,47,61,60,69,,,,,
5460,S. Michel,27,179,79,SC Paderborn 07,8000,85,70,61,69,27,,,,,
5461,Jorginho,27,182,65,Al Qadisiyah,12000,69,52,69,72,42,,,,,
5462,Jeong Jae Yong,27,188,78,Ulsan Hyundai FC,5000,54,60,65,62,63,,,,,
5463,C. SuÃ¡rez,31,179,75,CD Everton de ViÃ±a del Mar,3000,68,36,56,47,69,,,,,
5464,D. Peralta,33,188,84,Once Caldas,2000,41,51,46,46,69,,,,,
5465,V. Giraldo,32,177,74,Independiente Santa Fe,3000,84,61,65,68,65,,,,,
5466,F. Torijano,29,182,73,Deportes Tolima,3000,62,33,48,47,70,,,,,
5467,M. Casierra,32,175,68,Deportivo Pasto,1000,79,42,52,58,68,,,,,
