,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending
307,K. Kampl,27,178,67,RB Leipzig,67000,79.0,66.0,79.0,86.0,63.0
308,Jonathan Viera,28,170,64,Beijing Sinobo Guoan FC,31000,81.0,75.0,81.0,84.0,61.0
309,F. Acerbi,30,192,88,Lazio,59000,59.0,50.0,58.0,57.0,85.0
310,Allan,27,175,74,Napoli,80000,75.0,66.0,76.0,82.0,82.0
311,E. ViÃÂ¡ÃÂa,28,172,63,Medipol Ba?ak?ehir FK,40000,89.0,79.0,75.0,83.0,47.0
312,F. VÃÂ¡zquez,29,186,82,Sevilla FC,27000,60.0,77.0,80.0,82.0,47.0
313,C. Bacca,31,181,77,Villarreal CF,49000,74.0,79.0,65.0,79.0,33.0
314,J. Vardy,31,179,74,Leicester City,96000,90.0,81.0,63.0,77.0,54.0
315,Raphaelito Anjos,30,190,85,GrÃÂªmio,32000,,,,,
316,Juiano Mestres,34,181,82,Cruzeiro,39000,71.0,61.0,57.0,62.0,82.0
317,Rosberto Dourado,30,175,70,AtlÃÂ©tico Mineiro,46000,81.0,57.0,74.0,77.0,82.0
318,M. Rashford,20,185,70,Manchester United,110000,92.0,80.0,74.0,83.0,40.0
319,Grimaldo,22,171,69,SL Benfica,14000,84.0,62.0,76.0,82.0,76.0
320,B. Mendy,23,185,85,Manchester City,105000,82.0,52.0,76.0,78.0,77.0
321,A. DoucourÃÂ©,25,182,76,Watford,60000,67.0,74.0,73.0,76.0,79.0
322,JoÃÂ£o Cancelo,24,182,74,Juventus,88000,88.0,64.0,77.0,81.0,77.0
323,Williams,24,186,79,Athletic Club de Bilbao,31000,93.0,78.0,73.0,80.0,41.0
324,J. Butland,25,196,95,Stoke City,42000,,,,,
325,Ricardo Pereira,24,175,70,Leicester City,64000,87.0,63.0,77.0,81.0,77.0
326,G. Rulli,26,189,84,Real Sociedad,28000,,,,,
327,A. Robertson,24,178,64,Liverpool,91000,84.0,59.0,72.0,77.0,77.0
328,Pablo Fornals,22,178,67,Villarreal CF,36000,66.0,75.0,80.0,79.0,71.0
329,M. Lanzini,25,167,59,West Ham United,90000,81.0,72.0,78.0,86.0,32.0
330,A. Areola,25,195,94,Paris Saint-Germain,61000,,,,,
331,J. Murillo,26,182,78,Valencia CF,41000,76.0,40.0,59.0,63.0,80.0
332,M. Batshuayi,24,185,78,Valencia CF,115000,76.0,81.0,59.0,78.0,33.0
333,E. Hysaj,24,182,70,Napoli,58000,81.0,51.0,68.0,76.0,79.0
334,FabiÃÂ¡n,22,189,70,Napoli,64000,68.0,77.0,76.0,80.0,74.0
335,R. BÃÂ¼rki,27,187,85,Borussia Dortmund,46000,,,,,
336,S. Aurier,25,176,76,Tottenham Hotspur,87000,78.0,62.0,74.0,77.0,78.0
337,G. Xhaka,25,185,82,Arsenal,115000,48.0,65.0,79.0,71.0,69.0
338,B. Lecomte,27,186,78,Montpellier HSC,27000,,,,,
339,S. Vrsaljko,26,181,76,Inter,57000,80.0,55.0,74.0,75.0,78.0
340,M. Sabitzer,24,177,74,RB Leipzig,54000,80.0,80.0,74.0,80.0,56.0
341,M. NastasiÃÂ,25,188,83,FC Schalke 04,36000,69.0,32.0,62.0,54.0,82.0
342,A. RÃÂ¼diger,25,190,85,Chelsea,105000,73.0,40.0,67.0,63.0,81.0
343,B. Davies,25,182,76,Tottenham Hotspur,87000,75.0,58.0,76.0,76.0,79.0
344,J. MartÃÂ­nez,25,170,69,Atlanta United,14000,91.0,78.0,61.0,78.0,25.0
345,JoÃÂ£o MÃÂ¡rio,25,179,73,Inter,71000,72.0,69.0,79.0,82.0,64.0
346,S. El Shaarawy,25,178,72,Roma,77000,87.0,76.0,71.0,84.0,42.0
347,J. Corona,25,173,62,FC Porto,18000,83.0,72.0,74.0,88.0,46.0
348,J. Matip,26,195,90,Liverpool,110000,63.0,46.0,68.0,65.0,82.0
349,J. Cillessen,29,185,83,FC Barcelona,125000,,,,,
350,K. Volland,25,179,81,Bayer 04 Leverkusen,76000,77.0,81.0,78.0,79.0,41.0
351,Deulofeu,24,177,73,Watford,60000,89.0,70.0,75.0,87.0,30.0
352,T. Hazard,25,174,69,Borussia Mönchengladbach,36000,81.0,74.0,79.0,85.0,39.0
353,C. Smalling,28,194,81,Manchester United,130000,68.0,47.0,55.0,58.0,81.0
354,X. Shaqiri,26,169,72,Liverpool,130000,80.0,77.0,80.0,85.0,46.0
355,D. Lovren,28,188,84,Liverpool,115000,55.0,40.0,59.0,62.0,81.0
356,Pablo Sarabia,26,174,70,Sevilla FC,24000,74.0,75.0,82.0,84.0,42.0
357,F. Ghoulam,27,184,80,Napoli,68000,77.0,64.0,77.0,78.0,78.0
358,C. Kramer,27,191,76,Borussia Mönchengladbach,35000,52.0,47.0,71.0,73.0,78.0
359,J. Mathieu,34,189,84,Sporting CP,18000,71.0,64.0,72.0,62.0,84.0
360,J. Milner,32,175,70,Liverpool,120000,62.0,70.0,82.0,76.0,76.0
361,Raffael,33,174,69,Borussia Mönchengladbach,41000,70.0,77.0,80.0,86.0,44.0
362,M. GÃÂ³mez,32,189,89,VfB Stuttgart,50000,66.0,80.0,62.0,72.0,36.0
363,H. Herrera,28,183,72,FC Porto,20000,72.0,73.0,73.0,75.0,78.0
364,Manuel Fernandes,32,176,75,Lokomotiv Moscow,1000,79.0,76.0,79.0,84.0,66.0
365,B. Gomis,32,184,77,Al Hilal,56000,70.0,82.0,65.0,75.0,36.0
366,Borja Valero,33,175,73,Inter,74000,53.0,69.0,84.0,84.0,66.0
367,JoÃÂ£o Moutinho,31,170,61,Wolverhampton Wanderers,85000,62.0,76.0,81.0,80.0,70.0
368,G. Cahill,32,193,86,Chelsea,110000,47.0,58.0,53.0,59.0,83.0
369,M. ÃÂ krtel,33,191,81,Fenerbahçe SK,73000,59.0,38.0,50.0,52.0,81.0
370,Renato Augusto,30,186,86,Beijing Sinobo Guoan FC,28000,67.0,73.0,79.0,79.0,71.0
371,C. Vela,29,177,77,Los Angeles FC,15000,79.0,79.0,77.0,82.0,32.0
372,D. Criscito,31,183,75,Genoa,23000,77.0,61.0,78.0,72.0,80.0
373,A. Candreva,31,180,70,Inter,74000,78.0,79.0,78.0,81.0,61.0
374,L. Piszczek,33,184,79,Borussia Dortmund,57000,80.0,68.0,74.0,73.0,81.0
375,K. Boateng,31,186,86,Sassuolo,65000,66.0,79.0,78.0,80.0,70.0
376,Pedro LeÃÂ³n,31,183,73,SD Eibar,32000,63.0,78.0,85.0,82.0,45.0
377,K. Gameiro,31,172,70,Valencia CF,48000,85.0,81.0,75.0,77.0,43.0
378,M. Valbuena,33,167,63,Fenerbahçe SK,86000,80.0,75.0,80.0,83.0,34.0
379,S. Bender,29,186,80,Bayer 04 Leverkusen,69000,69.0,51.0,61.0,60.0,83.0
380,B. HÃÂ¶wedes,30,188,77,Lokomotiv Moscow,1000,52.0,47.0,62.0,62.0,82.0
381,Marcelo,31,191,85,Olympique Lyonnais,68000,54.0,49.0,61.0,58.0,81.0
382,A. Lallana,30,178,73,Liverpool,120000,69.0,73.0,80.0,82.0,64.0
383,A. Modeste,30,187,84,Tianjin Quanjian FC,36000,77.0,80.0,63.0,72.0,35.0
384,F. Muslera,32,190,74,Galatasaray SK,52000,,,,,
385,D. Perotti,29,179,70,Roma,84000,81.0,70.0,78.0,87.0,42.0
386,Bruno,34,184,73,Villarreal CF,42000,36.0,71.0,79.0,72.0,79.0
387,G. SigurÃÂ°sson,28,186,82,Everton,115000,59.0,80.0,84.0,79.0,56.0
388,L. Stindl,29,181,80,Borussia Mönchengladbach,43000,70.0,81.0,79.0,79.0,59.0
389,F. Smolov,28,187,80,Lokomotiv Moscow,1000,86.0,82.0,70.0,76.0,32.0
390,S. Rudy,28,179,74,FC Schalke 04,43000,67.0,68.0,80.0,80.0,78.0
391,Hulk,31,180,85,Shanghai SIPG FC,25000,80.0,86.0,76.0,79.0,48.0
392,Iborra,30,190,91,Leicester City,75000,37.0,71.0,75.0,70.0,79.0
393,Guaita,31,190,80,Crystal Palace,51000,,,,,
394,E. Salvio,27,172,77,SL Benfica,19000,88.0,77.0,75.0,84.0,58.0
395,Maicon,29,191,89,Galatasaray SK,68000,62.0,55.0,66.0,54.0,82.0
396,G. Medel,30,171,65,Be?ikta? J.K.,56000,71.0,47.0,68.0,69.0,81.0
397,S. Verdi,25,171,61,Napoli,77000,87.0,73.0,81.0,85.0,48.0
398,C. ArÃÂ¡nguiz,29,171,71,Bayer 04 Leverkusen,76000,72.0,71.0,81.0,78.0,71.0
399,W. Ben Yedder,27,170,68,Sevilla FC,26000,85.0,78.0,74.0,84.0,39.0
400,Vitolo,28,185,79,Atlético Madrid,65000,77.0,76.0,78.0,81.0,41.0
401,J. IliÃÂiÃÂ,30,190,79,Atalanta,41000,69.0,82.0,80.0,81.0,43.0
402,S. SanÃÂ©,27,196,85,FC Schalke 04,38000,65.0,49.0,64.0,65.0,82.0
403,Morales,30,180,70,Levante UD,33000,87.0,77.0,75.0,83.0,57.0
404,Laure Santeiro,30,171,63,Fluminense,40000,82.0,72.0,77.0,83.0,26.0
405,M. de Ligt,18,188,89,Ajax,9000,68.0,58.0,66.0,65.0,80.0
406,Odriozola,22,176,66,Real Madrid,115000,81.0,53.0,71.0,73.0,79.0
407,A. Milik,24,186,78,Napoli,66000,72.0,83.0,62.0,74.0,39.0
408,P. ZieliÃÂski,24,180,75,Napoli,60000,83.0,70.0,79.0,83.0,69.0
409,T. Strakosha,23,193,78,Lazio,34000,,,,,
410,Oyarzabal,21,181,78,Real Sociedad,29000,73.0,75.0,78.0,82.0,38.0
411,Carlos Soler,21,180,76,Valencia CF,31000,76.0,74.0,81.0,79.0,62.0
412,A. Correa,23,171,68,Atlético Madrid,51000,80.0,80.0,71.0,86.0,54.0
413,M. Caldara,24,187,80,Milan,73000,67.0,34.0,46.0,63.0,83.0
414,H. Lozano,22,175,70,PSV,20000,93.0,75.0,72.0,82.0,41.0
415,J. Weigl,22,186,72,Borussia Dortmund,45000,68.0,47.0,74.0,76.0,77.0
416,G. Lo Celso,22,175,70,Real Betis,72000,74.0,74.0,79.0,81.0,64.0
417,B. Pavard,22,186,76,VfB Stuttgart,33000,71.0,46.0,71.0,70.0,81.0
418,NÃÂ©lson Semedo,24,177,67,FC Barcelona,115000,92.0,57.0,67.0,80.0,73.0
419,A. Oxlade-Chamberlain,24,175,70,Liverpool,94000,85.0,73.0,78.0,84.0,66.0
420,HÃÂ©ctor BellerÃÂ­n,23,178,74,Arsenal,85000,93.0,51.0,69.0,77.0,75.0
421,J. Brooks,25,193,78,VfL Wolfsburg,46000,72.0,39.0,58.0,64.0,82.0
422,L. Paredes,24,180,75,Argentina,0,72.0,67.0,81.0,79.0,72.0
423,E. Can,24,184,82,Juventus,91000,71.0,68.0,77.0,77.0,80.0
424,M. Sanson,23,180,73,Olympique de Marseille,47000,75.0,74.0,79.0,78.0,73.0
425,AndrÃÂ© Gomes,24,188,84,Everton,130000,65.0,69.0,77.0,77.0,73.0
426,Santi Mina,22,181,77,Valencia CF,40000,79.0,78.0,68.0,80.0,51.0
427,Rony Lopes,22,174,68,AS Monaco,65000,79.0,76.0,77.0,82.0,30.0
428,K. BaldÃÂ©,23,181,80,Inter,65000,92.0,76.0,72.0,83.0,29.0
429,T. Bakayoko,23,189,85,Milan,85000,68.0,48.0,69.0,74.0,78.0
430,Mariano,24,180,76,Real Madrid,140000,85.0,81.0,62.0,75.0,45.0
431,C. PavÃÂ³n,22,174,76,Boca Juniors,29000,91.0,76.0,75.0,80.0,47.0
432,W. Ndidi,21,183,74,Leicester City,50000,73.0,63.0,65.0,73.0,83.0
433,M. GÃÂ³mez,21,186,84,RC Celta,25000,63.0,81.0,65.0,72.0,31.0
434,E. Dier,24,188,90,Tottenham Hotspur,73000,65.0,63.0,72.0,65.0,82.0
435,Sergio Rico,24,194,88,Fulham,14000,,,,,
436,H. ÃÂalhanoÃÂlu,24,178,76,Milan,89000,71.0,75.0,83.0,84.0,59.0
437,K. Demirbay,24,182,72,TSG 1899 Hoffenheim,37000,67.0,73.0,80.0,82.0,59.0
438,F. Cervi,24,165,62,SL Benfica,16000,91.0,67.0,74.0,86.0,50.0
439,M. AlmirÃÂ³n,24,175,63,Atlanta United,11000,89.0,74.0,75.0,80.0,48.0
440,Muniain,25,169,63,Athletic Club de Bilbao,31000,79.0,71.0,73.0,85.0,51.0
441,J. Zoet,27,189,88,PSV,16000,,,,,
442,R. RodrÃÂ­guez,25,180,77,Milan,81000,73.0,67.0,79.0,76.0,78.0
443,J. Tarkowski,25,192,81,Burnley,56000,59.0,43.0,67.0,66.0,80.0
444,N. Pope,26,200,76,Burnley,48000,,,,,
445,S. KolaÃÂ¡inac,25,183,85,Arsenal,94000,72.0,62.0,65.0,70.0,77.0
446,M. BrozoviÃÂ,25,181,68,Inter,60000,70.0,73.0,80.0,80.0,74.0
447,M. Politano,24,171,67,Inter,58000,84.0,75.0,74.0,83.0,29.0
448,F. Balbuena,26,188,85,West Ham United,80000,61.0,40.0,51.0,50.0,81.0
449,V. Wanyama,27,184,87,Tottenham Hotspur,86000,58.0,65.0,69.0,73.0,80.0
450,J. Wilshere,26,172,68,West Ham United,88000,68.0,68.0,80.0,81.0,63.0
451,K. Vogt,26,194,85,TSG 1899 Hoffenheim,39000,76.0,57.0,71.0,67.0,80.0
452,V. Aboubakar,26,184,82,FC Porto,19000,80.0,79.0,71.0,79.0,36.0
453,D. SidibÃÂ©,25,182,81,AS Monaco,65000,79.0,63.0,76.0,76.0,76.0
454,A. PlÃÂ©a,25,181,79,Borussia Mönchengladbach,37000,83.0,81.0,75.0,78.0,39.0
455,M. Ginter,24,188,83,Borussia Mönchengladbach,28000,64.0,58.0,68.0,65.0,82.0
456,E. Lamela,26,184,80,Tottenham Hotspur,94000,75.0,77.0,80.0,82.0,47.0
457,M. Sakho,28,187,83,Crystal Palace,62000,52.0,33.0,63.0,55.0,78.0
458,Camacho,28,183,75,VfL Wolfsburg,51000,59.0,60.0,70.0,69.0,81.0
459,K. Trapp,27,189,86,Eintracht Frankfurt,61000,,,,,
460,N. Clyne,27,175,67,Liverpool,99000,78.0,61.0,70.0,77.0,79.0
461,A. LjajiÃÂ,26,182,74,Be?ikta? J.K.,52000,79.0,73.0,76.0,85.0,37.0
462,Mario Gaspar,27,182,74,Villarreal CF,35000,78.0,70.0,71.0,73.0,79.0
463,C. Tosun,27,183,78,Everton,115000,74.0,80.0,66.0,77.0,36.0
464,Hugo Mallo,27,174,72,RC Celta,27000,71.0,40.0,70.0,74.0,76.0
465,P. Jones,26,185,71,Manchester United,115000,57.0,53.0,62.0,61.0,80.0
466,L. Muriel,27,179,79,Sevilla FC,24000,88.0,75.0,68.0,84.0,27.0
467,M. Uth,26,185,72,FC Schalke 04,42000,76.0,84.0,69.0,77.0,34.0
468,J. Vestergaard,25,199,98,Southampton,51000,38.0,49.0,62.0,47.0,82.0
469,Portu,26,178,70,Girona FC,37000,82.0,77.0,75.0,81.0,60.0
470,Bernard,25,164,60,Everton,97000,90.0,69.0,75.0,84.0,38.0
471,M. Vecino,26,187,81,Inter,63000,71.0,68.0,77.0,81.0,76.0
472,K. Toko-Ekambi,25,185,74,Villarreal CF,41000,84.0,79.0,68.0,80.0,27.0
473,M. AcuÃÂ±a,26,172,69,Sporting CP,18000,77.0,74.0,79.0,84.0,66.0
474,Y. TourÃÂ©,35,188,90,Olympiacos CFP,1000,54.0,79.0,79.0,74.0,67.0
475,S. Sorrentino,39,186,85,Chievo Verona,10000,,,,,
476,Fernando Torres,34,186,79,Sagan Tosu,10000,75.0,77.0,71.0,77.0,32.0
477,W. Rooney,32,176,83,DC United,13000,65.0,81.0,81.0,75.0,55.0
478,S. Lichtsteiner,34,182,76,Arsenal,99000,71.0,58.0,72.0,76.0,79.0
479,MoyÃÂ¡,34,188,83,Real Sociedad,26000,,,,,
480,B. Schweinsteiger,33,183,79,Chicago Fire,12000,37.0,75.0,80.0,73.0,77.0
481,Nani,31,177,68,Sporting CP,18000,77.0,76.0,78.0,86.0,35.0
482,D. Srna,36,178,72,Cagliari,27000,73.0,75.0,85.0,75.0,77.0
483,A. Mirante,34,193,79,Roma,51000,,,,,
484,J. Mascherano,34,174,73,Hebei China Fortune FC,20000,65.0,53.0,71.0,68.0,80.0
485,Santi Cazorla,33,168,66,Villarreal CF,39000,51.0,74.0,85.0,83.0,60.0
486,Diego LÃÂ³pez,36,196,89,RCD Espanyol,17000,,,,,
487,Juanfran,33,181,71,Atlético Madrid,53000,81.0,58.0,74.0,77.0,76.0
488,I. Denisov,34,176,70,Lokomotiv Moscow,1000,66.0,65.0,73.0,75.0,78.0
489,I. Akinfeev,32,186,78,PFC CSKA Moscow,1000,,,,,
490,A. Young,32,175,65,Manchester United,115000,75.0,68.0,79.0,78.0,74.0
491,A. Gignac,32,187,91,Tigres U.A.N.L.,70000,70.0,82.0,71.0,71.0,43.0
492,A. Granqvist,33,192,84,Sweden,0,48.0,58.0,59.0,55.0,82.0
493,Dante,34,188,85,OGC Nice,37000,40.0,52.0,67.0,63.0,81.0
494,L. Perrin,32,181,80,AS Saint-Étienne,37000,63.0,58.0,69.0,67.0,81.0
495,F. Quagliarella,35,180,79,Sampdoria,36000,70.0,85.0,72.0,77.0,30.0
496,T. Heaton,32,187,92,Burnley,48000,,,,,
497,L. Diarra,33,174,74,Paris Saint-Germain,75000,69.0,52.0,70.0,77.0,77.0
498,L. FabiaÃÂski,33,190,83,West Ham United,65000,,,,,
499,S. Radu,31,183,79,Lazio,51000,69.0,64.0,65.0,68.0,84.0
500,D. Rose,27,174,76,Tottenham Hotspur,86000,76.0,62.0,73.0,77.0,79.0
501,S. Defour,30,175,72,Burnley,65000,64.0,71.0,79.0,78.0,76.0
502,RaÃÂºl GarcÃÂ­a,31,184,84,Athletic Club de Bilbao,30000,53.0,80.0,77.0,79.0,72.0
503,D. Sturridge,28,180,76,Liverpool,125000,75.0,81.0,68.0,78.0,23.0
504,D. Valeri,32,178,75,Portland Timbers,12000,61.0,82.0,79.0,78.0,40.0
505,S. Romero,31,192,87,Manchester United,91000,,,,,
506,V. Birsa,31,184,81,Chievo Verona,23000,72.0,73.0,80.0,82.0,56.0
507,I. Piatti,33,180,76,Montreal Impact,13000,76.0,81.0,74.0,85.0,56.0
508,A. FernÃÂ¡ndez,32,177,73,Beijing Renhe FC,20000,70.0,70.0,77.0,79.0,71.0
509,BeÃÂ±at,31,177,76,Athletic Club de Bilbao,30000,51.0,74.0,82.0,74.0,66.0
510,Nacho Monreal,32,179,72,Arsenal,99000,69.0,60.0,71.0,74.0,80.0
511,ÃÂngel,31,172,68,Getafe CF,33000,74.0,81.0,63.0,80.0,34.0
512,Kiko Casilla,31,190,86,Real Madrid,110000,,,,,
513,Fabricio,30,185,67,Fulham,50000,,,,,
514,Antunes,31,175,69,Getafe CF,27000,78.0,69.0,76.0,76.0,76.0
515,Alexandre Pato,28,180,81,Tianjin Quanjian FC,35000,85.0,77.0,68.0,80.0,32.0
516,S. Coleman,29,177,67,Everton,97000,76.0,65.0,73.0,77.0,80.0
517,S. JovetiÃÂ,28,183,79,AS Monaco,84000,73.0,80.0,77.0,82.0,35.0
518,F. Delph,28,174,78,Manchester City,120000,73.0,70.0,76.0,80.0,77.0
519,C. Stuani,31,186,72,Girona FC,41000,65.0,79.0,69.0,76.0,48.0
520,M. Musacchio,27,180,73,Milan,85000,70.0,47.0,63.0,67.0,83.0
521,S. Ulreich,29,192,84,FC Bayern Munich,61000,,,,,
522,A. Dzagoev,28,179,75,PFC CSKA Moscow,1000,77.0,74.0,78.0,78.0,70.0
523,R. Boudebouz,28,177,74,Real Betis,31000,74.0,77.0,81.0,80.0,41.0
524,N. Nkoulou,28,184,77,Torino,50000,69.0,44.0,65.0,71.0,80.0
525,Susaeta,30,179,68,Athletic Club de Bilbao,33000,75.0,71.0,84.0,83.0,41.0
526,B. Mee,28,183,82,Burnley,62000,63.0,38.0,61.0,65.0,80.0
527,Iago FalquÃÂ©,28,174,69,Torino,59000,77.0,74.0,79.0,84.0,41.0
528,Kike GarcÃÂ­a,28,186,79,SD Eibar,34000,68.0,80.0,62.0,76.0,38.0
529,Y. Belhanda,28,179,75,Galatasaray SK,69000,74.0,76.0,78.0,84.0,57.0
530,D. Didavi,28,180,77,VfB Stuttgart,44000,70.0,82.0,77.0,81.0,49.0
531,A. Yarmolenko,28,190,83,West Ham United,92000,73.0,80.0,78.0,83.0,42.0
532,Sergi Enrich,28,181,77,SD Eibar,34000,63.0,77.0,70.0,76.0,43.0
533,Y. Rakitskyi,28,184,83,Shakhtar Donetsk,1000,72.0,68.0,76.0,72.0,80.0
534,D. Caligiuri,30,182,80,FC Schalke 04,35000,78.0,76.0,78.0,80.0,71.0
535,D. Vida,29,184,76,Be?ikta? J.K.,55000,76.0,40.0,59.0,60.0,82.0
536,D. TadiÃÂ,29,181,76,Ajax,24000,68.0,69.0,81.0,83.0,39.0
537,Nolito,31,175,72,Sevilla FC,24000,72.0,78.0,76.0,80.0,45.0
538,Cristian Tello,26,178,65,Real Betis,30000,92.0,73.0,75.0,81.0,38.0
539,M. Badelj,29,186,76,Lazio,53000,54.0,63.0,77.0,74.0,77.0
540,M. Rojo,28,187,80,Manchester United,120000,69.0,60.0,69.0,66.0,79.0
541,K. Bellarabi,28,184,80,Bayer 04 Leverkusen,71000,91.0,75.0,72.0,85.0,34.0
542,E. Zahavi,30,182,71,Guangzhou R&F FC,22000,72.0,79.0,73.0,82.0,39.0
543,T. Inui,30,169,63,Real Betis,30000,82.0,71.0,75.0,86.0,47.0
544,Z. Feddal,28,191,83,Real Betis,29000,57.0,49.0,61.0,58.0,81.0
545,T. Stepanenko,28,181,76,Shakhtar Donetsk,1000,67.0,61.0,72.0,69.0,78.0
546,RaÃÂºl,28,187,81,SC Braga,19000,51.0,54.0,59.0,58.0,80.0
547,M. Marega,27,186,83,FC Porto,19000,88.0,80.0,61.0,64.0,42.0
548,Everton AndrÃÂ£o,34,177,75,Fluminense,34000,68.0,62.0,74.0,76.0,78.0
549,Welington Dano,30,178,69,Cruzeiro,34000,79.0,54.0,76.0,78.0,75.0
550,Y. Tielemans,21,176,72,AS Monaco,52000,53.0,79.0,80.0,77.0,68.0
551,C. Pulisic,19,177,69,Borussia Dortmund,26000,91.0,69.0,71.0,85.0,36.0
552,K. Havertz,19,188,82,Bayer 04 Leverkusen,31000,77.0,64.0,76.0,80.0,38.0
553,RÃÂºben Neves,21,180,80,Wolverhampton Wanderers,56000,64.0,70.0,80.0,74.0,70.0
554,Marcos Llorente,23,184,73,Real Madrid,110000,54.0,48.0,73.0,70.0,76.0
555,David Neres,21,175,66,Ajax,18000,88.0,72.0,70.0,85.0,35.0
556,Denis SuÃÂ¡rez,24,176,69,FC Barcelona,120000,77.0,72.0,80.0,83.0,59.0
557,R. Zobnin,24,182,75,Spartak Moscow,1000,76.0,64.0,75.0,80.0,78.0
558,M. Dahoud,22,178,68,Borussia Dortmund,48000,71.0,68.0,76.0,82.0,63.0
559,L. MartÃÂ­nez,20,175,79,Inter,54000,83.0,77.0,60.0,78.0,37.0
560,Raphinha,21,176,68,Sporting CP,13000,87.0,75.0,72.0,81.0,43.0
561,V. Tsygankov,20,177,69,Dynamo Kyiv,1000,83.0,71.0,76.0,80.0,47.0
562,M. Elyounoussi,23,178,70,Southampton,48000,82.0,72.0,76.0,80.0,39.0
563,A. Sanabria,22,180,74,Real Betis,27000,78.0,75.0,70.0,81.0,34.0
564,V. LindelÃÂ¶f,23,187,80,Manchester United,91000,72.0,48.0,71.0,69.0,78.0
565,A. Golovin,22,180,69,AS Monaco,61000,82.0,72.0,76.0,84.0,67.0
566,L. Tousart,21,185,83,Olympique Lyonnais,43000,71.0,55.0,66.0,70.0,79.0
567,Paco AlcÃÂ¡cer,24,175,72,Borussia Dortmund,135000,70.0,78.0,62.0,75.0,37.0
568,A. Mandi,26,184,78,Real Betis,26000,66.0,46.0,73.0,69.0,80.0
569,L. Shaw,22,181,75,Manchester United,91000,83.0,54.0,72.0,79.0,76.0
570,B. TraorÃÂ©,22,181,73,Olympique Lyonnais,63000,88.0,72.0,73.0,84.0,43.0
571,N. AkÃÂ©,23,180,75,Bournemouth,55000,74.0,52.0,69.0,70.0,79.0
572,GayÃÂ ,23,172,66,Valencia CF,31000,87.0,61.0,76.0,78.0,72.0
573,N. Bentaleb,23,187,78,FC Schalke 04,32000,65.0,71.0,76.0,81.0,68.0
574,Ricardo Horta,23,173,63,SC Braga,16000,76.0,75.0,75.0,81.0,42.0
575,J. Lerma,23,179,70,Bournemouth,55000,75.0,65.0,72.0,73.0,78.0
576,J. Gbamin,22,186,83,1. FSV Mainz 05,26000,78.0,54.0,73.0,74.0,78.0
577,M. Philipp,24,183,79,Borussia Dortmund,53000,82.0,80.0,71.0,83.0,43.0
578,B. VerbiÃÂ,24,179,70,Dynamo Kyiv,1000,83.0,72.0,72.0,80.0,43.0
579,Sergi Darder,24,180,71,RCD Espanyol,29000,51.0,64.0,77.0,78.0,65.0
580,L. Karius,25,189,87,Be?ikta? J.K.,71000,,,,,
581,K. Rekik,23,186,79,Hertha BSC,26000,67.0,39.0,59.0,62.0,79.0
582,Jonny,24,170,70,Wolverhampton Wanderers,43000,78.0,45.0,67.0,74.0,78.0
583,Bruma,23,173,70,RB Leipzig,48000,92.0,73.0,71.0,86.0,32.0
584,M. Meyer,22,173,68,Crystal Palace,53000,67.0,59.0,79.0,84.0,65.0
585,SÃÂ©rgio Oliveira,26,181,72,FC Porto,17000,59.0,76.0,79.0,76.0,67.0
586,R. Barkley,24,189,76,Chelsea,89000,70.0,72.0,76.0,81.0,54.0
587,M. Gregoritsch,24,193,87,FC Augsburg,27000,67.0,80.0,73.0,74.0,40.0
588,J. Guidetti,26,185,79,Deportivo Alavés,32000,65.0,80.0,68.0,75.0,43.0
589,CampaÃÂ±a,25,179,70,Levante UD,28000,63.0,73.0,79.0,77.0,73.0
590,L. Kurzawa,25,182,76,Paris Saint-Germain,68000,76.0,70.0,76.0,77.0,75.0
591,L. Bittencourt,24,170,62,TSG 1899 Hoffenheim,35000,84.0,66.0,75.0,84.0,54.0
592,D. Klaassen,25,179,70,SV Werder Bremen,32000,70.0,78.0,73.0,74.0,66.0
593,D. Baselli,26,182,70,Torino,49000,72.0,73.0,79.0,80.0,66.0
594,Leo Baptistao,25,181,72,RCD Espanyol,35000,77.0,76.0,69.0,79.0,33.0
595,M. Keane,25,191,82,Everton,84000,62.0,49.0,63.0,66.0,79.0
596,Pacheco,26,186,81,Deportivo Alavés,22000,,,,,
597,N. Tagliafico,25,171,65,Ajax,19000,86.0,55.0,68.0,75.0,77.0
598,L. Alario,25,184,79,Bayer 04 Leverkusen,67000,72.0,77.0,59.0,76.0,29.0
599,Jemerson,25,184,77,AS Monaco,61000,67.0,35.0,51.0,59.0,81.0
600,Rafa,25,172,66,SL Benfica,16000,92.0,64.0,73.0,85.0,35.0
601,A. RebiÃÂ,24,185,78,Eintracht Frankfurt,39000,85.0,78.0,69.0,80.0,36.0
602,G. Pezzella,27,186,81,Fiorentina,56000,52.0,49.0,47.0,56.0,80.0
603,M. Ryan,26,184,82,Brighton & Hove Albion,41000,,,,,
604,M. van Ginkel,25,186,82,Chelsea,98000,66.0,77.0,77.0,75.0,70.0
605,P. KadeÃÂÃÂ¡bek,26,182,81,TSG 1899 Hoffenheim,37000,81.0,43.0,73.0,74.0,73.0
606,W. Orban,25,186,83,RB Leipzig,48000,52.0,36.0,51.0,55.0,79.0
607,L. MilivojeviÃÂ,27,186,80,Crystal Palace,56000,56.0,65.0,74.0,67.0,77.0
